./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_55_53~1.png, Predicted: Negative, Confidence: 99.79%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_56_33~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_58_08~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_58_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_59_43~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_00_03~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_00_28~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_01_33~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_03_38~1.png, Predicted: Negative, Confidence: 99.79%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_04_03~2.png, Predicted: Negative, Confidence: 98.74%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_04_18~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_04_33~1.png, Predicted: Negative, Confidence: 85.25%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_04_43~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_05_03~1.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_05_33~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_05_53~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_06_08~2.png, Predicted: Negative, Confidence: 99.33%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_06_33~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_06_48~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_07_18~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_07_38~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_07_53~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_08_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_09_13~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_09_38~1.png, Predicted: Negative, Confidence: 100.00%
